mesh,mesh_fsdp,mesh_tp,batch_size,max_length,final_loss_cce,final_loss_default,mean_step_time_sec_excl_first_cce,mean_step_time_sec_excl_first_default,valid_tokens_per_sec_excl_first_cce,valid_tokens_per_sec_excl_first_default,xla_train_step_gib_per_chip_cce,xla_train_step_gib_per_chip_default,xla_reduction_pct,step_time_multiplier_cce_vs_default,loss_delta_cce_minus_default,loss_abs_delta
fsdp4/tp1,4,1,4,2048,2.4108684062957764,2.4220163822174072,0.4836742890001915,0.3040646539993759,901.433071626074,1433.9055666789045,5.12,13.01,60.6456571867794,1.5906955400386138,-0.01114797592163086,0.01114797592163086
fsdp4/tp1,4,1,4,4096,2.4449751377105713,,1.0063969550001275,,433.2286557841829,,14.11,,,,,
fsdp4/tp1,4,1,8,256,2.3975250720977783,2.402928113937378,0.169946568999876,0.1253883319996021,5201.634873844642,7050.097771480087,1.1,2.98,63.08724832214765,1.3553619087971864,-0.005403041839599609,0.005403041839599609
fsdp4/tp1,4,1,8,512,2.4039149284362793,2.3980553150177,0.2594201029996839,0.174611649000326,3407.6002197912826,5062.663373612316,2.09,5.83,64.15094339622642,1.4856975722118033,0.0058596134185791016,0.0058596134185791016
fsdp4/tp1,4,1,8,1024,2.3621180057525635,2.3715412616729736,0.46107016499991,0.2848468920001323,1917.278685772636,3103.4216093872255,3.96,11.84,66.55405405405406,1.6186596306611478,-0.009423255920410156,0.009423255920410156
fsdp4/tp1,4,1,8,2048,2.395507335662842,,0.9088429000003088,,972.6653528345764,,9.82,,,,,
fsdp4/tp1,4,1,16,256,2.3691506385803223,2.3565964698791504,0.2637541799995233,0.1706748859996878,6733.542573631286,10405.748857528157,1.67,5.69,70.65026362038664,1.5453602236477002,0.012554168701171875,0.012554168701171875
fsdp4/tp1,4,1,16,512,2.367995023727417,2.360680341720581,0.4533281959993473,0.2756686180000542,3917.691455491458,6442.517878475563,3.85,11.29,65.89902568644818,1.6444679096525168,0.0073146820068359375,0.0073146820068359375
fsdp4/tp1,4,1,16,1024,2.347944736480713,,0.8710389160005434,,2038.9444918886863,,7.49,,,,,
fsdp4/tp1,4,1,32,256,2.392786026000977,2.383409261703491,0.452000291999866,0.2694432000007509,7858.4020029815665,13182.741297572553,3.02,11.01,72.57039055404178,1.677534604690734,0.009376764297485796,0.009376764297485796
fsdp4/tp1,4,1,32,512,2.4011287689208984,,0.8532811490003951,,4162.754567074533,,6.29,,,,,
fsdp4/tp1,4,1,32,1024,2.37956166267395,,1.720614175999799,,2064.379132489732,,14.12,,,,,
fsdp4/tp1,4,1,64,256,2.336447238922119,,0.8438444189996517,,8484.976423127775,,5.73,,,,,
fsdp4/tp1,4,1,64,512,2.3492414951324463,,1.6645266409996111,,4301.523222061588,,12.39,,,,,
fsdp4/tp1,4,1,128,256,2.276346445083618,,1.6484149969983264,,8774.489449767294,,11.21,,,,,
