model,suite,mesh,batch_size,max_length,eval_loss_cce,eval_loss_default,final_loss_cce,final_loss_default,mean_step_time_sec_excl_first_cce,mean_step_time_sec_excl_first_default,valid_tokens_per_sec_excl_first_cce,valid_tokens_per_sec_excl_first_default,xla_train_step_gib_per_chip_cce,xla_train_step_gib_per_chip_default,xla_reduction_pct,step_time_multiplier_cce_vs_default,loss_delta_cce_minus_default
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,512,,,1.7455986738204956,1.7620083093643188,0.2590747409999494,0.5304546180000216,1682.9120365697293,821.9364771370173,3.06,5.4,43.333333333333336,0.488401330120834,-0.016409635543823242
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,1024,,,1.7651008367538452,1.7784591913223269,0.4257830380001906,0.3272989070001131,1023.995699894003,1332.1156614795825,5.56,10.27,45.86173320350536,1.3008996635605734,-0.013358354568481667
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,2048,,,1.7519094944000244,,0.783813870999893,,556.2545090504778,,11.85,,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,8,256,,,1.7495790719985962,1.76059091091156,0.2593498819996966,0.2174574820000998,3408.522854084175,4065.1624946139777,2.96,5.29,44.045368620037806,1.1926463951218638,-0.011011838912963867
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,8,512,,,1.7756885290145874,1.7929571866989136,0.4229258920004213,0.3257702880000579,2090.200710622653,2713.5685253157367,5.15,9.85,47.71573604060914,1.298233471802518,-0.017268657684326172
Gemma3 1B,quality_4chip_fsdp4_cce_b8_l512,fsdp4/tp1,8,512,1.3906254768371582,,1.036630630493164,,0.3179373499790001,,1303.6199411514417,,5.15,,,,
Gemma3 1B,quality_4chip_fsdp4_default_b8_l512,fsdp4/tp1,8,512,,1.3958916664123535,,1.0290344953536987,,0.2169430340520641,,1910.4990915264923,,9.85,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,8,1024,,,1.7515625953674316,,0.7503713989999596,,1178.08328139656,,10.22,,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,16,256,,,1.735981822013855,1.7234506607055664,0.4201678130002619,0.3218869399997857,4226.882557514925,5517.46523174001,4.95,9.64,48.65145228215768,1.3053273084038193,0.012531161308288574
Gemma3 1B,fourchip_chunk_fsdp4_tp1_b16_l512,fsdp4/tp1,16,512,,,0.5618672370910645,,0.8797738020014853,,2018.7007114324165,,9.5,,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,16,512,,,1.7228806018829346,,0.7393357950004429,,2402.1561136491923,,9.4,,,,
Gemma3 1B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,32,256,,,1.7015076875686646,,0.7352401090001877,,4831.074850949261,,8.99,,,,
Gemma4 E2B,mesh_probe_fsdp1_tp4,fsdp1/tp4,1,256,,,2.157114028930664,1.6250040531158447,78.12433269300163,76.90837980200013,1.625613885229085,1.6513155045907906,5.9,5.9,0.0,1.015810408360337,0.5321099758148193
Gemma4 E2B,mesh_probe_fsdp2_tp2,fsdp2/tp2,1,256,,,2.136878490447998,,68.67290304599919,,1.8493466034912136,,5.91,,,,
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,256,,,2.118079662322998,1.4842427968978882,0.2253677050002807,0.2180970240001443,563.5235092793878,582.3096421522743,7.17,7.17,0.0,1.0333369106408878,0.6338368654251099
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,512,,,2.281268835067749,1.4551494121551514,0.2712008530002094,0.2569996909996916,468.2876126495882,494.16401827561873,7.2,7.2,0.0,1.0552575061288103,0.8261194229125977
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,1024,,,2.2778117656707764,1.4798753261566162,0.3850438060003398,0.3563198810002177,329.8326009168108,356.4213134655891,8.77,10.75,18.418604651162795,1.0806127486333117,0.7979364395141602
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,1,2048,,,2.255733013153076,,0.6662169259998336,,190.62860015062375,,15.41,,,,
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,256,,,1.591519474983215,1.367887258529663,0.3796967010002845,0.3507781650000652,1337.909965142466,1448.2087275868655,7.74,9.74,20.533880903490765,1.0824410949302217,0.22363221645355202
Gemma4 E2B,quality_4chip_fsdp4_cce_b4_l256,fsdp4/tp1,4,256,0.8956397771835327,,1.7426035404205322,,0.2250076684795495,,1212.5045544730808,,7.74,,,,
Gemma4 E2B,quality_4chip_fsdp4_default_b4_l256,fsdp4/tp1,4,256,,0.8294121026992798,,1.7619152069091797,,0.1927500854173842,,1415.4225780603297,,9.74,,,
Gemma4 E2B,chunk_fsdp4_b4_l512,fsdp4/tp1,4,512,,,0.9440728425979614,,0.5713057944994944,,892.6918034269148,,12.3,,,,
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,4,512,,,1.6240284442901611,,0.6064299439995011,,837.6895056495065,,12.3,,,,
Gemma4 E2B,chunk_fsdp4_b8_l256,fsdp4/tp1,8,256,,,1.4574966430664062,,0.5662943090010231,,1818.842223254868,,11.74,,,,
Gemma4 E2B,fourchip_frontier_fsdp4_tp1,fsdp4/tp1,8,256,,,1.6942737102508545,,0.6033106060003774,,1703.9315897578583,,11.74,,,,
